show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1194,Movie,Maximum Ride,Mike Klassen,"Annapurnamma, Gemini Suresh, Chaitanya Garikapati, Viva Raghav, Ram Ravipalli, Satish Saripalli","United States, United Kingdom, Germany","July 27, 2021",1990.0,16,47 min,"Arts, Entertainment, and Culture, Drama, Horror","In 1944, a courageous group of Russian soldiers manage to escape from German captivity in a half-destroyed, legendary T-34 tank. These were the times of unforgettable bravery, fierce fighting, unbreakable love, and legendary miracles. This version is the Director's Cut of the film and features additional scenes."
s7843,TV Show,A Fine Step,William A. Graham,"Omar Edwards, Jessie Wagner, Kenny Vaughan, Normie B, Mustapha Khan, Don Braden, Clark Gayton, Jeremy Pelt, Charlie Ernst, Ralph Rolle","United States, Thailand","April 13, 2021",1921.0,PG,81 min,"Drama, Romance",The mixed Deep Space Nine crew of Federation and Bajoran officers winds up the seventh and final season of the show with suspenseful episodes that try to pull together all the plot threads (or at least the biggest ones).
s3819,Movie,A Hug,María Ripoll,"Ben Stiller, Jack Black, Robert Downey","Denmark, United Kingdom, Czech Republic, Netherlands",,1948.0,TV-14,113 min,"Action, Adventure, Suspense","It's dark terror under the blazing sun in this horrifying body count epic about a group of campers on a remote Florida island who accidentally resurrect Jack Logan, an undead sorcerer who was buried alive ninety years earlier."
s5572,TV Show,4 Cars,Andrew Jarecki,"James Spader, Robert Downey Jr., Kim Richards, Paul Mones",Mexico,,1920.0,13+,92 min,"Anime, Drama","In the second season of Making the Cut, Heidi Klum and Tim Gunn welcome 10 established designers from around the world to Los Angeles, CA where they compete to become the next global fashion brand. Each week, winning looks will be available to buy on Amazon in the Making the Cut store, and the last designer standing will receive one million dollars to invest in their brand."
s9077,TV Show,Obsession,Christopher Ashley,"Luke Wilson, Samuel L. Jackson, Leslie Bibb, Peyton List, Ryan Lee, Tracie Thoms, Muse Watson","United Kingdom, France","July 26, 2021",1964.0,AGES_16_,100 min,"Adventure, Drama, Military and War","Russell Crowe stars as a strong, quiet detective determined to unravel the past to discover the truth about a violent young man released from prison."
s5650,TV Show,Doli Saja Ke Rakhna,Min Sook Lee,Dr. Charles Russell Severance,"Switzerland, India","September 12, 2021",2015.0,PG,122 min,"Military and War, Western","When a flood hits, Briar is washed away and ends up in the company of a traveling circus. Now his brother Bramble must embark on a grand journey to bring him home. Both of the Bear Brothers will need to learn the value of family in this wild adventure."
s3898,TV Show,Stinger,Larry Weitzman,"Kristoffer Joner, Ane Dahl Torp, Jonas Hoff Oftebro, Edith Haagenrud-Sande","India, United States",,1937.0,PG,19 min,"Comedy, Horror, Young Adult Audience",3 best friends travel to Mardis Gras during their senior year of college with the hopes of getting some action.
s6370,Movie,Savannah,"Isaac Florentine, Scott Adkins",,"Japan, France","June 23, 2021",1987.0,UNRATED,87 min,Science Fiction,An Indian politician takes up a decision to go on a 900-mile walking tour as a part of his election campaign. Yatra is an emotional tribute to the former Chief Minister of Andhra Pradesh Y. S. Rajasekhara Reddy.
s1223,TV Show,Hairy Ape,Paul Tickell,"Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris, Chris O'Donnell, Donal Logue, Amaury Nolasco, Kate Burton, Olga Kurylenko, Rothaford Gray, Joel Gordon, Jamie Hector, Andrew Friedman, Marianthi Evans, Nelly Furtado, Jay Hunter, Maxwell McCabe-Lokos, Kerr Hewitt, Stephen R. Hart, Martin Hindy, Herbert Johnson, Philip Williams, Warren Belle, Ted Atherton, Katie Odegaard, Rico Simonini, Pj Lazic, Brandon Carrera, Joshua Barilko, Conrad Pla, Larry Wheatley, Janice Nguyen, Gouchy Boy, Spike Adamson, Carlos Gonzalez-vlo, Lana Denis, Barrington Bignall, James Rogers, Christina Jocic, Noelle Gray, Candice Hotchkiss, Genadijs Dolganovs, Dale Yim, Tig Fong, Siobhan Murphy, Sergei Nikolich, Kristina Falcomer, Sima Fisher, Brea Grant, Kristin Mellian, Aaron Pushkar",Canada,"October 3, 2021",1973.0,TV-G,173 min,"Comedy, Special Interest","In this action packed slasher, murderous Victor Crowley takes on an entire police department, paramedic team, and heavily armed S.W.A.T. unit, forcing Marybeth and the troops into an epic showdown."
s836,TV Show,Pajanimals,Ravi Kinnagi,"Kelsey Pribilski, Chip Llorens, Avi Lake, Diana Rose, Darrell Mitchell","United Kingdom, Canada, United States","August 6, 2021",1945.0,TV-G,61 min,"Action, Animation, Fantasy","Lonesome Dove meets 3:10 to Yuma in this bullet ridden tale of revenge, redemption and courage"
s5174,Movie,Grace of God,Hisonni Johnson,"Randy Carr, Teule Chisolm Jr., Parnesha Ingram, Carlos Santiago, Terrence Nelson, Carl Jefferson, Lizbeth Resendiz, Wesley Hapner, Jason Mahoney, Chase Stancel, Will Sch, Patrick Spann, Robert Diaz, Jimmy Fontaine, Clayton Carmine, Mike Torres, Khalil Barnett, Chris Copeland, Braylon Allen, Elyas Rashid, Dillon Victor, Jairus Ellis, Deandre T. Richburge, Alan Smith, Bryan Davis, Justin Singh","Chile, Argentina, United States","April 30, 2021",1982.0,TV-14,163 min,"Documentary, Drama, Faith and Spirituality","Spectacular views from across the globe including underwater reefs in the Philippines, penguins in Argentina, the Ice City of Harbin China, the Panama Canal, Millennium Park in Chicago, Oregon Cattle Ranch, Glass Fish, the Panama Rain Forest , Hacienda Temozon in Mexico, Shibuya Crossing in Tokyo, Venice gondolas, Prague, Zocalo Square in Mexico City, Tanah Lot in Bali and Bellagio Fountains."
s2290,Movie,Tom the Tow Truck of Car City,Emmett Alston,"Yvonne Cone, Slate Holmgren, Danny Lane, Kallie Flynn Childress, Dino Nole, Sashah Askari, Emily Ramraz, Jay Schnitt, Laura Calhoun, Munira Grinnage, Heather Delia, Marc Brockett, Paul Buckley, Joe Caruso, Andrew Derminio, Melissa Almas Peek, Adam C. Sherer, Golan Ramraz, Nicole Marie Sykes, Rocco Zasa III, Josh Helman, Yael Stone, Jennifer Allcott, Paul Sorvino","India, Denmark","June 21, 2021",1960.0,NR,34 min,,"Join AMI This Week's Bureau Reporters as they travel across Canada, celebrating our country's diverse cultures and experiences."
s4689,Movie,Titanic The Shocking Truth,Rick Ernst,"Carlos Santos, J. R. Villareal, Fernanda Romero","United States, Sweden, Norway","October 1, 2021",2018.0,18+,83 min,"Action, Romance","The mysterious circumstances around the death of the lead character, Vignesh's ( Harish Vinay) father, leads him down a path filled with unexpected twists and turns. Nothing is as it seems, but will the truth finally set him free"
s200,TV Show,Dirty 30,Kevin Bachar,"Zhang Yi Shan, Tina Tang, Zhang Tian Yang, Zhu Zhu, Yang Qi Ru, Guo Yang",Brazil,"October 7, 2021",1935.0,UNRATED,104 min,"Arthouse, LGBTQ, Suspense","Tom the Tow Truck, the famous truck of Car City, is also fond of painting ! Tom welcomes his truck friends into his brand new Paint Shop and transforms them into their favorite character. Tom The Tow Truck can paint anything that comes from his friends' imagination. Welcome to Tom's Paint Shop !"
s5846,Movie,The Michelle Apartments,Pankaj Saraswat,"Robert Downey Jr., Jared Leto, Michael B. Jordan, Ben Stiller, Elijah Wood","France, China, Belgium, Monaco","September 18, 2021",1952.0,UNRATED,28 min,"Comedy, International, LGBTQ","A decade after the original massacre, another man obsessed over his machine ends with several murders and possession."
s1345,Movie,An Unknown Enemy,Gillian Grisman,"Charles Nelson Reilly, Sheena Easton, Ernest Borgnine, Dom DeLuise, Bebe Neuwirth, Steven Weber","United States, Germany, Japan, United Kingdom, Hong Kong","May 18, 2021",1937.0,G,3 min,"Special Interest, Talk Show and Variety, Unscripted","Framed for murder, Mary Kirk Logan is on death row for killing a man who was blackmailing her family. Mary's boyfriend Dr. Dwight Bradford (Fowley), a scientist, is also the state executioner who must put his lover to death. Famous criminologist Charles Finch (Atwill) takes up the case and feverishly works to find the real killer before Mary is executed. A tense crime drama with a nail-biting end scene where Finch desperately attempts to reach the governor for a stay of execution just minutes before the switch must be thrown."
s1421,TV Show,Chutney Popcorn,Sergio Manfio,"Dhruvva, Venba, Charle, Kalpana, Deepa Nethran","United States, Ireland","April 27, 2021",1927.0,NC-17,30 min,"Drama, Historical",This is a comedy that takes place in the 1960's during turbulent times in the United States and a middle class suburban family is visited by a guest who turns their household completely upside down.
s7095,Movie,Wetbacks,Eugene Jarecki,"Jim Broadbent, Colin Firth, Gina McKee","United States, Germany, Brazil, Italy","September 25, 2021",1971.0,PG,168 min,"Arthouse, Documentary, Special Interest","Delve into the lives, loves and losses in this binge worthy African Theater Drama written by none other than Mobutu. This series of African Films based on real life citizens of the continent will leave you on wit's end begging for more. Family, marriage and adultery, this dramatic episode of Mobutu's African theater has it all!"
s6169,TV Show,Sideshow,Laetitia Colombani,"Roy Rogers, George ""Gabby"" Hayes, Dale Evans, Jack Holt","United States, Canada","October 8, 2021",1969.0,TV-NR,163 min,"Kids, Young Adult Audience","Following the Civil War, Cavalry Sergeant Gene Autry is sent to break up a series of Indian raids upon settlers, led by a renegade Austrian, who wishes to use the Indians to build an empire."
s3271,TV Show,Duky the Little Fox,Raj Chakraborty,"Dana Andrews, Dorothy McGuire, Farley Granger","India, United States","July 12, 2021",1953.0,ALL,145 min,,"Vova and his best friend Kisa make ends meet by working for the local thug in Vladivostock, Russia until one assignment forces them to question their own morality and puts their friendship to the ultimate test."
s5431,TV Show,The Red House,Marah Strauch,"William McInnes, Monic Hendrickx, Milo, Bille Brown, Christopher Sommers, David Field, Sam Cotton","United Kingdom, United States, India","September 9, 2021",2018.0,16+,550 min,"Action, Fantasy, Science Fiction",This program helps reduce the physical effects of sitting for long periods. Sitting in one place for too long is not a happy place for the body. This slowing down of the movement of the blood and oxygen can cause serious medical problems. This class is more advanced than Level I. Curated by Anne-Marie Newland the founder of Sun-Power-Yoga.
s2369,TV Show,DIVE!!,Gregg Barson,"Malcom X, Fred Hampton, Martin Luther King, Kwame Toure, Eldridge Cleaver, Bobby Rush, H. Rap Brown, Geronimo Pratt, Huey P. Newton, Kathleen Cleaver, Cortland Cox","France, United States","May 19, 2021",2017.0,7+,38 min,"Action, Science Fiction, Suspense","The lives of four dealer friends spin out of control when they steal a shipment of cocaine. They trigger a full out war between them, an Amsterdam drug lord and the Colombian cartels."
s3298,TV Show,Shock and Awe: The Story of Electricity,Shubham Sanjay Shevade,"Jesse Carere, Daryl Sabara, Annie Clark, Emmanuelle Vaugier","Brazil, United States, India","October 6, 2021",1972.0,TV-NR,114 min,"Comedy, International","This session helps create confidence with simple technical rules that help develop your physical and mental ability. It is ideal for those who have never tried Yoga before as well as for the more advanced. The focus is on areas that are problematic for men, tight hips, thighs, groins, chest and back and increasing oxygen to the prostate gland. Guided by Anne-Marie Newland founder of Sun Power Yoga"
s2211,Movie,Roborex,K. Selva Bharathy,"Leland Melvin, Arnav Krishna","United States, China","July 26, 2021",1922.0,TV-PG,67 min,"Suspense, Western","Fungus the Bogeyman is a story of smelly monsters, dangerous humans, and what happens when The Things That Go Bump In The Night move in next door... It's a fantastically funny fish-out-of-water comedy where two very different families are forced to live next door to one another."
s1020,Movie,Son of Sam,Rudranil Chaudhuri,"Arman Darvish, Hooman Seyedi, Leila Zareh, Hasti Mahdavifard, Niki Karimi, Bahareh Kianafshar, Alireza Shojanoori","United States, Germany, Italy",,1936.0,16,17 min,Documentary,"""The Lucy Show"" was the 3rd series which Lucille Ball used to dominate the Monday TV line-up on CBS. Like her earlier series, ""I Love Lucy,"" it ran six seasons, and stayed in the top 10 in the ratings for its entire run. Enjoy 5 episodes: ""Lucy & the Ring-A-Ding-Ring"" - ""Lucy Gets Caught Up in the Draft"" (Jim Nabors) - ""Viv Visits Lucy"" - ""Main Street USA"" (Mel Tormé) - ""Lucy Meets the Law"""
s9263,TV Show,She Was So Pretty,John Moore,Steves Bedroom Band,"Australia, Colombia, United Kingdom","June 23, 2021",2013.0,PG-13,182 min,"Drama, Romance, Special Interest",An IT ant-worker in a small solitary office is forced to attend a boring conference call and finds abnormal ways of amusing himself while tuning out the phone call.
s3089,TV Show,Fellini Forward,Diana C. Frank,"Surya Krishna, Rythubidda Nithin, Ananth Krishna, Roshan Reddy, Shankar Chinta, Praneeth Ram, Sai Guatham","Canada, United States, Brazil","July 16, 2021",2016.0,NOT_RATE,111 min,"Arthouse, LGBTQ, Suspense","On his motorcycle Stein, a half-blood Indian, tries to stay out of the hands of the police, who are chasing him for accidentally killing a cop. Together with his friend Alan and a beautiful but desperate girl Stein will get involved in a robbery and more death. The police intensify the search, but the three won't give up that easily."
